INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Abda Silva', 'AbdaSilva1@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hermano', 'Hermano@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Heron', 'Heron@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hidelbrando', 'Hidelbrando@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Homero', 'Homero@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Honorio', 'Honorio@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Horacio', 'Horacio@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Hugo', 'Hugo@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Humberto', 'Humberto@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Iasmim', 'Iasmim@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Idiene', 'Idiene@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ilana', 'Ilana@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ilce', 'Ilce@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Indira', 'Indira@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Inês', 'Inês@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ingrid', 'Ingrid@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Imaculada', 'Imaculada@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Inara', 'Inara@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Iolanda', 'Iolanda@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ione', 'Ione@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Iracema', 'Iracema@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Iraídes', 'Iraídes@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Irene', 'Irene@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Irina', 'Irina@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Iris', 'Iris@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Isabel', 'Isabel@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Isabela', 'Isabela@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Isadora', 'Isadora@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Isis', 'Isis@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Isolda', 'Isolda@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivana', 'Ivana@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivani', 'Ivani@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Iverly', 'Iverly@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivete', 'Ivete@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivna', 'Ivna@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivonete', 'Ivonete@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivone', 'Ivone@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Izilda Ibrahim', 'IzildaIbrahim@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ícaro', 'Ícaro@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Igino', 'Igino@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Igor', 'Igor@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ilário', 'Ilário@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ilton', 'Ilton@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Inacio', 'Inacio@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Irineu', 'Irineu@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Isaac', 'Isaac@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Isaias', 'Isaias@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ismael', 'Ismael@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Israel', 'Israel@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Iuri', 'Iuri@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivan', 'Ivan@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivich', 'Ivich@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ivo', 'Ivo@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jacilei', 'Jacilei@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jade', 'Jade@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jacqueline', 'Jacqueline@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jaimerina', 'Jaimerina@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Janaina', 'Janaina@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jandineia', 'Jandineia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Janete', 'Janete@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Janey', 'Janey@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jaqueline', 'Jaqueline@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jasmim', 'Jasmim@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jeane', 'Jeane@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jennifer', 'Jennifer@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Joana', 'Joana@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Joelle', 'Joelle@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Johanna', 'Johanna@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jordana', 'Jordana@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Josefina', 'Josefina@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Joselma', 'Joselma@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Josie', 'Josie@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Joyce', 'Joyce@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jucilene', 'Jucilene@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Judith', 'Judith@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Julia', 'Julia@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Juliana', 'Juliana@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Julieta', 'Julieta@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jurema', 'Jurema@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jussara Jacques', 'JussaraJacques@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jaime', 'Jaime@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jair', 'Jair@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jairo', 'Jairo@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('James', 'James@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jason', 'Jason@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jean', 'Jean@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jefferson', 'Jefferson@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jeremias', 'Jeremias@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jesus', 'Jesus@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('João', 'João@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Joaquim', 'Joaquim@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Joel', 'Joel@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Joelmir', 'Joelmir@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Johanes', 'Johanes@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Johann', 'Johann@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('John', 'John@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Johnny', 'Johnny@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jonas', 'Jonas@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jonathan', 'Jonathan@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Jorge', 'Jorge@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('José', 'José@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Josualdo', 'Josualdo@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Josué', 'Josué@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Judas', 'Judas@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Julio', 'Julio@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Juscelino', 'Juscelino@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Justo Kalliope', 'JustoKalliope@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kamilla', 'Kamilla@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Karen', 'Karen@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Karina', 'Karina@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Karyne', 'Karyne@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kate', 'Kate@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Katherina', 'Katherina@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kátia', 'Kátia@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kédma', 'Kédma@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kelly', 'Kelly@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kênia', 'Kênia@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kristen Klaus', 'KristenKlaus@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Keid', 'Keid@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Keith', 'Keith@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kennedy', 'Kennedy@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kenneth', 'Kenneth@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kenzo', 'Kenzo@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kevin', 'Kevin@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kleber', 'Kleber@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Kleiton Laila', 'KleitonLaila@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lais', 'Lais@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lara', 'Lara@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Larissa', 'Larissa@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lavinia', 'Lavinia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lauanda', 'Lauanda@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Laura', 'Laura@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Laylla', 'Laylla@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Laysa', 'Laysa@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Leda', 'Leda@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Leila', 'Leila@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lenemar', 'Lenemar@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lenise', 'Lenise@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lenora', 'Lenora@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lesley', 'Lesley@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Letícia', 'Letícia@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lidia', 'Lidia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Liége', 'Liége@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ligia', 'Ligia@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lilian', 'Lilian@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Liliana', 'Liliana@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Liliane', 'Liliane@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Linda', 'Linda@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lindsey', 'Lindsey@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Liney', 'Liney@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lis', 'Lis@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lisete', 'Lisete@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lisley', 'Lisley@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lismara', 'Lismara@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lívia', 'Lívia@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lolita', 'Lolita@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Loredana', 'Loredana@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lorena', 'Lorena@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lorraine', 'Lorraine@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Louise', 'Louise@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luana', 'Luana@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luce', 'Luce@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lúcia', 'Lúcia@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luciana', 'Luciana@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luciane', 'Luciane@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luciene', 'Luciene@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lucila', 'Lucila@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lucília', 'Lucília@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lucivane', 'Lucivane@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lucy', 'Lucy@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ludmila', 'Ludmila@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Ludicea', 'Ludicea@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luiza', 'Luiza@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lurdes', 'Lurdes@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luzia Ladislau', 'LuziaLadislau@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Laercio', 'Laercio@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Laerte', 'Laerte@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lauro', 'Lauro@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Leandro', 'Leandro@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Leo', 'Leo@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Leon', 'Leon@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Leonardo', 'Leonardo@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Levi', 'Levi@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lineu', 'Lineu@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Livio', 'Livio@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lorenzo', 'Lorenzo@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Louis', 'Louis@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lourival', 'Lourival@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lucas', 'Lucas@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luciano', 'Luciano@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Lucio', 'Lucio@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luigi', 'Luigi@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Luis', 'Luis@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('LukeMabel', 'LukeMabel@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Madalena', 'Madalena@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Magali', 'Magali@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Magda', 'Magda@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maira', 'Maira@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maitê', 'Maitê@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Malka', 'Malka@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Malú', 'Malú@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Manuela', 'Manuela@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mara', 'Mara@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marcela', 'Marcela@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marcia', 'Marcia@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Margarete', 'Margarete@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Margareth', 'Margareth@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Margarida', 'Margarida@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maria', 'Maria@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mariana', 'Mariana@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mariane', 'Mariane@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maricy', 'Maricy@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marieli', 'Marieli@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Márjore', 'Márjore@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marilda', 'Marilda@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marilena', 'Marilena@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marilia', 'Marilia@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marilisa', 'Marilisa@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marilu', 'Marilu@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marina', 'Marina@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marinela', 'Marinela@yahoo.com.br', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maris', 'Maris@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marisa', 'Marisa@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marise', 'Marise@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maristela', 'Maristela@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marjorie', 'Marjorie@hotmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marlene', 'Marlene@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marli', 'Marli@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marta', 'Marta@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Martina', 'Martina@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Marucia', 'Marucia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Matilde', 'Matilde@gmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maura', 'Maura@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maureen', 'Maureen@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mayã', 'Mayã@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mayara', 'Mayara@outlook.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Maysa', 'Maysa@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Melania', 'Melania@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Melayne', 'Melayne@gmail.com', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Melissa', 'Melissa@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Milane', 'Milane@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Milena', 'Milena@outlook.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Milene', 'Milene@yahoo.com.br', 'M');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mircia', 'Mircia@hotmail.com', 'F');
INSERT INTO USUARIO(NOME, EMAIL, SEXO) VALUES('Mirela', 'Mirela@yahoo.com.br', 'F');
